,date,weather_code,temperature_2m_max,temperature_2m_min,temperature_2m_mean,sunshine_duration,precipitation_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant
0,2000-01-26,71.0,-10.5060005,-13.156,-11.553918,9083.634,0.2,1.0,16.179985,30.960001,281.1679
1,2000-01-27,71.0,0.49399996,-10.556,-2.191416,0.0,0.6,6.0,21.53089,38.519997,269.6064
2,2000-01-28,71.0,1.344,-0.0059999973,0.6398333,0.0,0.1,1.0,25.223133,41.760002,259.74203
3,2000-01-29,3.0,0.444,-2.5059998,-0.9205834,20505.898,0.0,0.0,23.863409,41.760002,220.79974
4,2000-01-30,71.0,1.744,-2.306,0.13358329,2038.1252,2.6,10.0,25.567604,44.28,218.39987
5,2000-01-31,75.0,3.4940002,-1.8560001,0.44608334,17282.71,5.6999993,9.0,33.00436,61.199997,256.65192
6,2000-02-01,71.0,1.494,-4.156,-2.4393334,25860.701,0.3,2.0,35.15488,64.439995,294.43918
7,2000-02-02,73.0,4.0439997,-0.606,2.516917,6362.681,2.3999999,10.0,22.127556,40.68,247.6414
8,2000-02-03,51.0,2.9940002,-2.7559998,1.4419166,23552.318,0.8,5.0,30.0767,54.719997,277.82254
9,2000-02-04,3.0,-1.556,-6.256,-4.006,29116.84,0.0,0.0,24.57511,47.88,286.7574
10,2000-02-05,73.0,2.4940002,-3.606,-0.33933342,0.0,6.0,11.0,32.559605,59.76,278.1004
11,2000-02-06,3.0,1.8939999,-5.256,-1.6414164,15859.327,0.0,0.0,19.134262,36.719997,275.18607
12,2000-02-07,3.0,2.7440002,0.694,1.7315001,4242.365,0.0,0.0,14.264361,24.48,252.0398
13,2000-02-08,51.0,4.0439997,0.444,2.1815002,17764.906,0.3,1.0,17.906157,31.68,229.51405
14,2000-02-09,51.0,4.994,0.99399996,2.7002504,0.0,1.1,4.0,22.691425,39.239998,249.32642
15,2000-02-10,3.0,3.594,-2.006,0.73149997,30266.334,0.0,0.0,16.520823,32.760002,265.37317
16,2000-02-11,3.0,3.394,-0.95600003,0.7231665,30744.459,0.0,0.0,15.463246,34.92,242.24487
17,2000-02-12,3.0,2.594,-0.75600004,0.85649997,28325.398,0.0,0.0,13.493999,28.08,301.41507
18,2000-02-13,3.0,0.094,-1.8560001,-0.656,1927.3757,0.0,0.0,14.8257065,30.239998,200.1116
19,2000-02-14,71.0,2.7440002,-0.656,0.5460834,19505.572,0.6,4.0,23.4,42.839996,213.72716
20,2000-02-15,71.0,0.944,-3.056,-1.1455833,15817.622,0.0,0.0,14.345898,29.88,269.124
21,2000-02-16,3.0,2.144,-3.7559998,-0.95599985,29203.07,0.0,0.0,20.991426,40.32,191.96028
22,2000-02-17,3.0,2.344,-3.156,0.11275003,23404.43,0.0,0.0,26.576681,51.12,157.74931
23,2000-02-18,73.0,1.6439999,0.044,0.71066666,0.0,14.500001,24.0,23.86341,46.079998,141.5987
24,2000-02-19,71.0,1.094,-2.006,-0.30183336,462.0392,1.0,6.0,15.778516,30.599998,295.89615
25,2000-02-20,71.0,-1.156,-3.856,-2.6601665,4980.1104,0.4,2.0,12.979984,26.28,277.85867
26,2000-02-21,71.0,-1.456,-5.156,-3.6184998,0.0,0.8,6.0,18.678415,33.48,299.18405
27,2000-02-22,3.0,-4.906,-6.506,-5.6164165,5747.1514,0.0,0.0,23.806318,44.28,329.09814
28,2000-02-23,71.0,-3.0059998,-9.856,-6.1143336,33249.957,0.1,1.0,18.58451,34.2,295.8301
29,2000-02-24,3.0,-4.556,-10.156,-7.7497497,7155.3604,0.0,0.0,17.377226,32.039997,276.55096
30,2000-02-25,73.0,1.744,-8.706,-2.5268328,8175.4155,1.6000001,6.0,21.67487,39.239998,244.79544
31,2000-02-26,73.0,1.1439999,-2.7559998,-0.9664168,14789.961,1.0,4.0,19.813087,36.719997,293.55222
32,2000-02-27,71.0,-1.106,-5.356,-2.93725,27242.08,0.0,0.0,14.8257065,28.44,339.1374
33,2000-02-28,2.0,0.74399996,-10.206,-3.8247492,34906.26,0.0,0.0,22.725668,39.6,216.46729
34,2000-02-29,0.0,4.244,-3.356,-0.12475005,35039.348,0.0,0.0,22.26477,39.6,220.57364
35,2000-03-01,2.0,4.994,-3.106,0.80858326,35160.992,0.0,0.0,24.482647,44.28,187.10966
36,2000-03-02,73.0,3.7940001,-0.856,1.2377499,21481.232,0.90000004,4.0,23.623243,49.68,183.37169
37,2000-03-03,71.0,2.9940002,-0.256,1.1273333,28651.254,0.8,4.0,18.0,33.12,226.7287
38,2000-03-04,53.0,6.344,0.54399997,2.9169168,11086.746,3.0000002,8.0,19.483284,36.36,218.33559
39,2000-03-05,51.0,2.894,-3.806,-0.32058334,29426.42,0.1,1.0,17.429354,37.44,298.87576
40,2000-03-06,71.0,1.9439999,-4.856,-2.0143335,35932.65,0.5,2.0,19.770523,44.639996,289.35123
41,2000-03-07,73.0,4.5439997,-4.7060003,0.98149985,0.0,6.0999994,18.0,24.850431,46.8,238.93983
42,2000-03-08,51.0,6.344,2.094,4.827333,1579.0947,1.6000001,8.0,25.509243,47.519997,262.40546
43,2000-03-09,53.0,9.394,2.594,6.371083,15147.325,4.5,16.0,28.357857,58.32,255.66322
44,2000-03-10,73.0,2.444,-2.406,-0.34975,36000.0,1.4,5.0,28.019936,58.679996,307.22244
45,2000-03-11,71.0,1.794,-2.856,-0.9518334,33429.117,0.0,0.0,21.659918,48.96,276.85022
46,2000-03-12,71.0,2.4940002,-4.306,-0.83725,31086.762,0.0,0.0,18.359999,37.44,352.83868
47,2000-03-13,3.0,1.9439999,-5.306,-1.6955832,35896.902,0.0,0.0,16.039202,34.2,299.15182
48,2000-03-14,3.0,4.0439997,-2.906,0.78358334,23971.818,0.0,0.0,18.888851,34.56,196.80334
49,2000-03-15,71.0,6.0439997,-0.106000006,2.3773334,19072.068,5.6000004,12.0,28.410364,54.36,199.77893
50,2000-03-16,71.0,3.444,-2.806,0.054416686,37512.37,1.1,5.0,20.46941,39.96,263.7094
51,2000-03-17,71.0,2.894,-3.9559999,-1.1039166,38822.742,0.70000005,4.0,16.595179,35.64,245.75223
52,2000-03-18,71.0,3.7440002,-3.556,-0.25599998,38529.926,0.0,0.0,14.332341,27.359999,12.502938
53,2000-03-19,73.0,0.244,-2.2559998,-0.96016675,0.0,8.9,18.0,29.024128,56.16,342.24307
54,2000-03-20,71.0,1.8939999,-6.556,-0.83308333,17698.205,0.4,4.0,23.051247,41.039997,98.63791
55,2000-03-21,2.0,1.6439999,-7.506,-1.9184998,35742.113,0.0,0.0,16.08761,29.88,323.9725
56,2000-03-22,3.0,4.494,-4.856,0.7315001,26641.008,0.0,0.0,15.542662,29.16,254.15681
57,2000-03-23,51.0,7.444,1.6439999,4.6898336,19301.254,0.2,1.0,22.033648,43.56,261.5731
58,2000-03-24,71.0,4.844,-1.156,2.4460838,36709.01,0.8,7.0,27.504093,63.36,289.9869
59,2000-03-25,51.0,6.5439997,-1.8560001,1.6127499,41217.414,0.2,2.0,21.67786,44.28,293.56726
60,2000-03-26,51.0,4.994,-3.556,1.0981667,12618.993,0.2,1.0,17.057314,35.28,173.14723
61,2000-03-27,3.0,8.344,-1.306,3.5960836,30939.936,0.0,0.0,14.77755,28.44,130.78218
62,2000-03-28,3.0,9.394,0.14400001,4.9981666,19453.715,0.0,0.0,17.10284,34.2,73.249146
63,2000-03-29,3.0,6.0439997,3.094,4.327334,2376.6614,0.0,0.0,15.509274,31.68,73.86988
64,2000-03-30,3.0,8.4939995,3.194,5.379417,24314.676,0.0,0.0,22.148046,42.48,127.77871
65,2000-03-31,61.0,5.944,2.894,4.8669167,388.56036,5.9,8.0,20.929594,43.56,154.95471
66,2000-04-01,51.0,12.644,2.944,7.660666,42633.293,0.1,1.0,22.553934,45.0,226.45679
67,2000-04-02,53.0,9.4939995,3.694,7.096084,615.5429,2.3,4.0,20.390114,39.6,134.89421
68,2000-04-03,51.0,10.094,3.8940003,7.7565,18552.969,0.8,5.0,23.675303,44.28,272.7722
69,2000-04-04,3.0,15.444,1.744,9.600251,40272.207,0.0,0.0,22.26477,45.719997,133.4565
70,2000-04-05,51.0,18.644,9.294,13.975247,43200.0,0.2,2.0,24.766848,51.48,129.30669
71,2000-04-06,53.0,15.2439995,9.7439995,12.552333,481.64658,2.5000002,10.0,26.089443,51.839996,126.18567
72,2000-04-07,73.0,9.444,1.3939999,4.4440002,0.0,11.2,22.0,20.65848,36.0,284.88284
73,2000-04-08,51.0,3.694,1.444,2.4877503,0.0,1.8000002,14.0,17.10284,35.28,310.62073
74,2000-04-09,51.0,5.844,1.594,3.5669167,0.0,0.8000001,6.0,13.246826,27.72,320.58014
75,2000-04-10,51.0,9.144,1.744,5.660667,26067.65,0.2,1.0,5.0911684,14.759999,358.23767
76,2000-04-11,3.0,11.7439995,4.2939997,7.88775,31389.592,0.0,0.0,9.826088,24.48,153.5203
77,2000-04-12,3.0,13.794,5.144,9.187749,33711.77,0.0,0.0,14.081478,31.319998,163.83981
78,2000-04-13,0.0,17.944,4.444,11.629417,43613.562,0.0,0.0,17.227419,38.519997,171.93915
79,2000-04-14,51.0,20.144,8.7439995,14.294,43608.035,0.6,2.0,13.0447235,35.28,196.24046
80,2000-04-15,53.0,20.044,8.9939995,14.314834,43392.305,1.1,2.0,17.057314,35.28,182.53151
81,2000-04-16,61.0,18.794,9.794,13.808583,36286.9,3.8000002,5.0,24.36591,47.519997,167.9874
82,2000-04-17,2.0,17.044,7.5439997,12.312751,43828.445,0.0,0.0,14.512064,28.8,230.16335
83,2000-04-18,2.0,20.094,6.444,13.871085,44817.316,0.0,0.0,13.004921,28.44,95.19434
84,2000-04-19,51.0,21.294,8.844,15.5815,45244.438,0.3,1.0,9.885262,24.84,85.81814
85,2000-04-20,1.0,20.394,9.144,15.408584,45427.645,0.0,0.0,17.57744,36.36,37.340195
86,2000-04-21,53.0,17.394,10.2439995,14.194,35542.203,3.1000001,7.0,19.70815,40.32,31.379765
87,2000-04-22,53.0,15.044,11.2439995,12.960667,633.4648,5.1999993,13.0,23.565567,43.92,18.855724
88,2000-04-23,61.0,13.4939995,10.944,12.310666,0.0,10.599999,17.0,17.731598,45.36,13.120879
89,2000-04-24,51.0,18.394,11.594,14.777333,32666.396,0.2,2.0,15.379206,38.519997,107.147995
90,2000-04-25,51.0,19.444,9.594,15.000252,45450.477,1.3000001,7.0,9.346143,28.44,95.14031
91,2000-04-26,1.0,21.844,9.044,16.279417,48100.473,0.0,0.0,8.287822,20.16,24.910496
92,2000-04-27,0.0,22.844,10.4939995,17.248165,48085.258,0.0,0.0,9.585739,19.44,347.98587
93,2000-04-28,0.0,23.044,11.2439995,17.269,48483.668,0.0,0.0,15.9134655,34.2,48.403423
94,2000-04-29,1.0,21.244,10.294,15.875249,48349.688,0.0,0.0,12.783802,29.16,38.28548
95,2000-04-30,51.0,23.094,10.4939995,17.312752,48312.23,0.2,1.0,17.873556,43.199997,310.7019
96,2000-05-01,1.0,15.194,5.994,12.010665,49047.996,0.0,0.0,19.44,39.6,7.1322107
97,2000-05-02,2.0,9.044,3.694,6.1169167,44329.91,0.0,0.0,21.9718,44.639996,6.786071
98,2000-05-03,1.0,11.894,2.644,7.658583,49418.426,0.0,0.0,15.716793,34.56,320.3177
99,2000-05-04,1.0,16.494,2.644,10.58775,49601.434,0.0,0.0,11.620809,24.84,248.84764
100,2000-05-05,3.0,18.294,6.844,13.044,46062.45,0.0,0.0,9.449572,18.0,338.00253
101,2000-05-06,2.0,19.294,9.594,14.9523325,45797.996,0.0,0.0,14.24163,28.44,306.18237
102,2000-05-07,2.0,14.094,5.7939997,11.26275,49972.297,0.0,0.0,24.609364,50.76,3.9672108
103,2000-05-08,0.0,16.344,4.344,11.121083,50056.25,0.0,0.0,11.966953,28.44,321.0046
104,2000-05-09,1.0,20.094,7.194,14.55025,50139.53,0.0,0.0,16.92383,33.839996,303.27487
105,2000-05-10,1.0,20.894,9.394,15.631499,50222.04,0.0,0.0,9.885262,24.84,0.23676653
106,2000-05-11,3.0,22.444,10.544,17.539835,46809.027,0.0,0.0,16.62249,31.68,248.34045
107,2000-05-12,3.0,15.9939995,5.694,10.816917,50384.414,0.0,0.0,34.47928,70.92,321.60886
108,2000-05-13,3.0,11.094,4.0439997,7.9002495,45305.19,0.0,0.0,25.35637,51.12,306.22897
109,2000-05-14,3.0,14.944,8.894,12.331498,19508.637,0.0,0.0,25.537172,52.199997,306.46625
110,2000-05-15,3.0,16.794,9.644,13.310668,26632.855,0.0,0.0,17.072504,36.36,312.30698
111,2000-05-16,2.0,20.344,9.294,15.719003,50400.0,0.0,0.0,21.470612,48.239998,330.03714
112,2000-05-17,1.0,18.744,6.194,13.341915,50434.777,0.0,0.0,9.178235,17.64,88.854256
113,2000-05-18,51.0,23.294,8.544,17.352335,50428.71,0.1,1.0,9.1641035,18.72,200.24669
114,2000-05-19,61.0,24.394,12.044,18.048166,49510.348,7.7000003,8.0,10.587918,28.44,187.61847
115,2000-05-20,63.0,16.844,12.4939995,14.412747,4550.006,17.800001,16.0,18.331741,38.16,118.61803
116,2000-05-21,63.0,18.044,10.944,14.064834,26314.697,26.699999,13.0,18.775303,43.56,25.501007
117,2000-05-22,61.0,14.944,11.144,12.76275,6658.506,9.5,14.0,29.714724,56.519997,292.79398
118,2000-05-23,1.0,19.544,10.2439995,15.252335,50505.37,0.0,0.0,11.874544,30.599998,286.2311
119,2000-05-24,51.0,18.944,10.894,15.2065,49544.887,0.3,2.0,14.764389,31.319998,341.4022
120,2000-05-25,2.0,20.544,11.594,16.56275,50736.816,0.0,0.0,10.823973,25.199999,336.9465
121,2000-05-26,1.0,23.294,11.4939995,18.26275,47881.086,0.0,0.0,8.209263,16.919998,267.27374
122,2000-05-27,1.0,24.744,13.444,19.718998,50611.65,0.0,0.0,7.7879906,20.880001,51.869907
123,2000-05-28,0.0,26.594,14.294,21.38775,50996.977,0.0,0.0,13.237039,28.08,155.23138
124,2000-05-29,51.0,26.494,17.044,21.677336,50888.684,0.3,1.0,14.264361,31.68,162.54587
125,2000-05-30,63.0,25.344,13.444,19.4815,41241.695,20.300001,11.0,20.969807,42.839996,197.40695
126,2000-05-31,53.0,17.544,12.4939995,14.969002,28696.764,2.5999997,7.0,21.30093,43.199997,343.35196
127,2000-06-01,3.0,18.144,12.294,15.279416,23117.26,0.0,0.0,18.416384,35.64,350.8034
128,2000-06-02,3.0,18.894,11.644,15.541917,45051.812,0.0,0.0,23.266697,46.079998,0.51254225
129,2000-06-03,1.0,21.644,9.4939995,16.779417,51690.95,0.0,0.0,9.36,20.880001,12.094753
130,2000-06-04,0.0,25.744,11.2439995,20.310665,52065.31,0.0,0.0,9.793058,23.759998,307.27826
131,2000-06-05,0.0,28.144,14.044,22.585669,51931.06,0.0,0.0,13.049689,24.48,216.22504
132,2000-06-06,51.0,27.794,16.944,22.883581,51535.293,0.2,1.0,8.913181,24.84,68.85189
133,2000-06-07,51.0,30.044,18.794,23.719002,46414.67,0.6,2.0,17.935081,37.8,217.61404
134,2000-06-08,55.0,19.944,13.144,16.773169,42428.402,4.3999996,8.0,23.18579,47.16,305.8441
135,2000-06-09,2.0,18.944,12.044,15.589832,48954.773,0.0,0.0,25.488914,50.399998,304.31387
136,2000-06-10,0.0,22.144,12.194,17.633585,52815.48,0.0,0.0,13.849477,31.319998,338.82312
137,2000-06-11,0.0,24.444,14.294,19.677334,52979.83,0.0,0.0,10.538843,18.0,163.36896
138,2000-06-12,1.0,28.494,14.9939995,22.816917,52850.32,0.0,0.0,18.374111,34.92,211.05418
139,2000-06-13,1.0,23.594,16.494,20.479418,51779.676,0.0,0.0,21.897945,45.0,329.5505
140,2000-06-14,1.0,27.044,13.4939995,21.714834,52559.637,0.0,0.0,12.287555,23.4,236.1546
141,2000-06-15,63.0,24.994,17.594,21.277334,40231.7,4.3,5.0,16.418526,37.8,269.90482
142,2000-06-16,53.0,18.794,13.044,16.833582,28467.648,4.1,8.0,25.772078,50.76,287.3843
143,2000-06-17,63.0,16.144,10.294,13.300251,47771.77,5.7,9.0,20.371038,44.639996,298.67303
144,2000-06-18,61.0,13.644,9.4939995,11.42525,47518.027,5.0,10.0,21.862406,47.519997,328.78033
145,2000-06-19,53.0,16.544,9.144,12.937751,52122.934,0.90000004,3.0,26.019806,51.12,343.29245
146,2000-06-20,51.0,16.394,10.544,14.127334,14589.055,0.4,2.0,24.766848,48.96,310.34973
147,2000-06-21,51.0,15.144,11.344,13.164832,27953.121,0.8,6.0,21.077686,42.12,348.07147
148,2000-06-22,51.0,17.994,10.544,15.123165,14188.421,0.1,1.0,20.5484,41.760002,352.58856
149,2000-06-23,2.0,22.344,9.294,17.285666,53326.76,0.0,0.0,10.137692,24.84,342.77646
150,2000-06-24,2.0,26.794,12.7439995,21.20025,51959.938,0.0,0.0,14.003028,30.239998,295.1786
151,2000-06-25,63.0,26.044,16.794,21.06275,43475.094,4.9,3.0,9.290511,24.84,183.5763
152,2000-06-26,63.0,22.194,13.9939995,18.698166,42118.516,5.1,6.0,22.077717,41.760002,270.27414
153,2000-06-27,2.0,20.294,12.894,16.702333,47700.91,0.0,0.0,17.581125,37.079998,308.40262
154,2000-06-28,61.0,17.394,11.294,13.658584,17065.883,9.800001,12.0,17.283749,31.319998,291.0824
155,2000-06-29,2.0,18.094,9.9939995,14.373166,52699.16,0.0,0.0,19.839235,45.0,252.66246
156,2000-06-30,61.0,20.794,9.9939995,15.966915,45813.59,5.6,9.0,11.659777,27.359999,174.5287
157,2000-07-01,53.0,21.444,14.2439995,17.802332,47614.434,5.3,14.0,11.609651,29.88,203.91084
158,2000-07-02,51.0,25.494,13.194,19.985666,44646.46,0.6,3.0,16.563911,36.0,229.47498
159,2000-07-03,3.0,21.244,14.294,17.944,39002.28,0.0,0.0,18.391735,37.079998,285.86856
160,2000-07-04,2.0,24.044,13.194,19.146086,52344.81,0.0,0.0,20.478907,41.399998,279.90262
161,2000-07-05,63.0,19.094,15.394,17.45025,7277.933,20.6,9.0,14.205182,32.399998,93.31333
162,2000-07-06,63.0,20.594,15.4939995,17.62525,45470.305,5.3999996,7.0,22.19773,50.399998,276.949
163,2000-07-07,61.0,21.344,15.544,18.277336,40529.08,3.7,10.0,15.696165,34.2,315.31592
164,2000-07-08,53.0,22.794,15.094,18.966917,40402.77,3.0,7.0,9.904906,21.96,218.13853
165,2000-07-09,63.0,23.744,16.444,19.291914,37755.156,17.2,12.0,12.984975,27.72,147.19057
166,2000-07-10,53.0,18.794,15.594,17.285667,11767.477,3.9,11.0,23.565567,47.16,282.2625
167,2000-07-11,3.0,23.994,14.594,19.735666,50991.81,0.0,0.0,11.753877,21.96,236.87227
168,2000-07-12,63.0,26.794,16.444,21.204416,46462.203,4.7000003,4.0,22.35481,45.719997,168.56319
169,2000-07-13,63.0,20.544,16.544,18.435667,4768.6675,16.0,14.0,25.364037,49.32,40.315987
170,2000-07-14,53.0,23.544,13.594,19.262749,49262.883,1.7,4.0,28.856194,58.32,152.49387
171,2000-07-15,3.0,21.394,13.694,17.7315,43962.1,0.0,0.0,29.03752,55.8,215.41815
172,2000-07-16,3.0,23.394,14.594,19.464834,49641.41,0.0,0.0,14.84318,32.399998,90.956604
173,2000-07-17,61.0,22.244,13.894,17.956501,50436.43,5.9999995,8.0,13.684735,35.64,212.9977
174,2000-07-18,63.0,20.294,13.144,16.08775,44769.555,7.899999,8.0,15.379206,38.88,239.40674
175,2000-07-19,3.0,20.194,13.2439995,17.05025,46071.113,0.0,0.0,12.10157,27.359999,305.628
176,2000-07-20,55.0,22.044,14.394,18.469,39969.605,2.9,9.0,16.1198,30.239998,353.8152
177,2000-07-21,51.0,21.694,15.044,18.25025,40741.637,0.5,2.0,20.674156,40.32,319.98196
178,2000-07-22,1.0,23.144,13.544,19.12525,50400.0,0.0,0.0,9.178235,22.68,355.52518
179,2000-07-23,61.0,21.444,15.7439995,18.5815,10393.958,10.500001,16.0,15.827721,31.68,354.07703
180,2000-07-24,51.0,23.494,16.894,19.88775,49894.07,1.0,4.0,22.007162,54.36,266.61115
181,2000-07-25,55.0,25.994,15.644,21.671083,50400.0,2.3,3.0,15.986593,37.44,207.89717
182,2000-07-26,1.0,24.694,17.894,21.443998,50400.0,0.0,0.0,21.746504,43.199997,261.545
183,2000-07-27,61.0,22.294,17.394,19.504416,16656.486,11.400001,16.0,14.693999,33.48,255.72176
184,2000-07-28,51.0,22.394,15.9939995,19.104418,43576.465,0.70000005,4.0,22.66857,44.28,302.52487
185,2000-07-29,53.0,23.994,14.094,19.833582,44836.49,1.2,5.0,17.208603,39.6,151.41666
186,2000-07-30,3.0,24.094,16.744,20.0815,50400.0,0.0,0.0,25.277023,48.6,223.5861
187,2000-07-31,51.0,19.994,16.494,18.202333,26225.684,1.0000001,6.0,14.417988,32.760002,320.39343
188,2000-08-01,53.0,21.444,15.344,18.2315,49029.062,1.2,4.0,19.134262,40.68,320.97916
189,2000-08-02,1.0,22.444,15.2439995,18.696085,50246.273,0.0,0.0,18.359999,41.399998,326.15875
190,2000-08-03,1.0,25.644,13.794,20.475248,48496.26,0.0,0.0,13.905509,27.0,268.2845
191,2000-08-04,1.0,26.694,16.794,22.254416,49268.992,0.0,0.0,10.97262,32.039997,227.85721
192,2000-08-05,3.0,23.144,16.494,19.514833,46900.53,0.0,0.0,13.084402,27.72,351.17206
193,2000-08-06,3.0,23.794,15.194,20.046085,47963.59,0.0,0.0,7.7043357,16.919998,37.553764
194,2000-08-07,51.0,27.894,17.944,22.816917,45643.395,1.1,4.0,20.176065,40.68,168.81201
195,2000-08-08,61.0,23.044,16.744,20.412748,41751.074,7.2999997,18.0,12.661564,30.960001,327.0783
196,2000-08-09,51.0,21.344,13.594,17.716913,42980.17,0.3,2.0,17.148247,35.64,318.55038
197,2000-08-10,51.0,21.494,13.144,17.550251,41975.684,0.4,2.0,10.853866,24.48,287.11813
198,2000-08-11,2.0,23.944,14.194,19.377335,47973.02,0.0,0.0,9.726664,18.72,161.7054
199,2000-08-12,61.0,26.844,16.944,21.7565,46442.207,2.7999997,3.0,11.808878,34.2,217.05069
200,2000-08-13,53.0,25.594,16.894,21.243998,45412.047,2.1,4.0,8.557102,23.039999,335.86343
201,2000-08-14,51.0,22.244,15.394,19.210665,40756.85,0.1,1.0,11.252519,26.64,353.97073
202,2000-08-15,1.0,23.294,14.094,19.754414,47032.945,0.0,0.0,10.495713,23.4,5.4893727
203,2000-08-16,2.0,24.194,14.794,20.473166,46959.53,0.0,0.0,9.114471,19.08,205.86626
204,2000-08-17,1.0,26.994,17.344,21.877333,44747.043,0.0,0.0,10.00256,25.56,224.3098
205,2000-08-18,2.0,27.544,15.893999,22.414833,46408.55,0.0,0.0,11.570515,24.48,285.18887
206,2000-08-19,1.0,27.244,17.494,22.481499,46219.66,0.0,0.0,12.599999,21.24,223.50574
207,2000-08-20,53.0,31.444,20.394,25.829416,46166.574,0.5,1.0,15.30741,32.760002,245.74606
208,2000-08-21,0.0,33.094,19.494,26.552332,45692.91,0.0,0.0,12.7279215,29.519999,205.69125
209,2000-08-22,1.0,33.844,19.744,26.650251,45108.652,0.0,0.0,24.248611,46.079998,259.80283
210,2000-08-23,3.0,22.594,16.894,19.302332,44691.86,0.0,0.0,18.668005,35.28,313.11285
211,2000-08-24,2.0,20.694,14.844,17.629416,44419.707,0.0,0.0,17.84816,38.519997,302.1106
212,2000-08-25,51.0,19.844,13.094,16.469,33169.855,0.5,2.0,18.057508,41.399998,232.37952
213,2000-08-26,53.0,18.844,11.594,15.0773325,36149.285,3.0000002,10.0,18.218275,32.039997,53.60129
214,2000-08-27,51.0,20.394,13.594,17.241915,26319.72,0.4,3.0,26.208395,58.32,47.33331
215,2000-08-28,1.0,21.894,14.594,17.758585,42296.652,0.0,0.0,17.84816,41.760002,39.402367
216,2000-08-29,51.0,20.494,13.044,16.823168,43399.84,0.70000005,3.0,17.283749,37.079998,40.989414
217,2000-08-30,51.0,19.544,13.544,16.146082,38859.348,0.1,1.0,9.9571085,24.84,12.1442585
218,2000-08-31,51.0,20.044,12.794,16.206503,36363.15,0.1,1.0,11.525623,27.359999,303.93555
219,2000-09-01,53.0,21.194,11.794,16.935667,23885.102,4.3,8.0,14.494192,27.72,109.78555
220,2000-09-02,63.0,15.694,15.044,15.364834,0.0,33.099995,22.0,19.839235,38.88,101.77673
221,2000-09-03,51.0,19.544,14.794,17.0315,2485.1882,0.1,1.0,9.178235,19.44,215.37709
222,2000-09-04,55.0,19.644,13.144,16.002333,37558.29,2.2,6.0,13.441071,30.239998,250.60477
223,2000-09-05,3.0,18.344,12.044,15.20025,26229.48,0.0,0.0,14.759999,28.8,288.80194
224,2000-09-06,3.0,16.394,11.894,14.179418,18122.63,0.0,0.0,20.598795,37.8,357.26376
225,2000-09-07,63.0,12.944,11.394,11.912749,0.0,33.399998,21.0,34.454838,65.88,345.31992
226,2000-09-08,55.0,13.594,12.594,13.046084,0.0,7.0999994,14.0,24.363249,43.56,328.3696
227,2000-09-09,3.0,18.944,12.694,15.16275,33554.812,0.0,0.0,13.830749,30.239998,295.35858
228,2000-09-10,2.0,22.594,12.694,17.58775,42296.36,0.0,0.0,16.676977,34.92,252.54066
229,2000-09-11,3.0,19.094,12.644,15.946083,35459.977,0.0,0.0,14.587776,30.239998,328.5159
230,2000-09-12,3.0,16.194,10.844,13.737751,25385.19,0.0,0.0,11.570515,24.119999,298.61884
231,2000-09-13,53.0,15.944,8.294,12.687752,33924.7,0.7,1.0,13.202726,23.4,281.53455
232,2000-09-14,55.0,20.194,10.9939995,14.893997,34200.83,4.2000003,7.0,22.505037,54.36,245.52295
233,2000-09-15,55.0,12.194,7.9440002,10.375249,9498.168,4.8,8.0,18.079027,33.48,5.517459
234,2000-09-16,3.0,12.044,6.194,9.141916,38222.168,0.0,0.0,14.986553,31.319998,336.4805
235,2000-09-17,55.0,11.144,6.594,8.475251,19976.121,6.4,10.0,22.505037,43.92,93.41553
236,2000-09-18,55.0,8.394,6.5439997,7.4065,0.0,9.000001,13.0,23.83896,50.039997,102.78244
237,2000-09-19,61.0,12.594,8.344,10.579416,0.0,6.4999995,17.0,14.081477,31.319998,119.13787
238,2000-09-20,53.0,14.7439995,10.444,12.116918,2193.4685,2.7000003,11.0,7.5685663,17.64,32.171192
239,2000-09-21,61.0,12.344,9.294,10.571082,4362.3447,7.9999995,13.0,17.87718,33.839996,336.1626
240,2000-09-22,3.0,11.694,7.7939997,9.671083,18046.297,0.0,0.0,17.373497,35.64,36.104614
241,2000-09-23,3.0,11.2439995,4.444,7.962751,37410.84,0.0,0.0,15.856354,34.92,48.337757
242,2000-09-24,2.0,12.194,3.094,7.7710834,38653.33,0.0,0.0,15.175612,34.56,56.39409
243,2000-09-25,3.0,12.544,6.944,9.70025,20690.648,0.0,0.0,14.88242,32.039997,38.05779
244,2000-09-26,3.0,13.7439995,8.894,10.854419,28675.326,0.0,0.0,19.08,37.8,347.45065
245,2000-09-27,51.0,12.894,9.094,10.6815,19562.762,0.1,1.0,10.853866,25.919998,345.51144
246,2000-09-28,51.0,13.894,7.594,10.4835825,34554.688,0.1,1.0,7.9932976,12.959999,184.6667
247,2000-09-29,3.0,14.344,7.194,10.246083,36415.758,0.0,0.0,14.113652,29.519999,116.87179
248,2000-09-30,51.0,15.444,6.944,10.489833,36558.016,0.1,1.0,16.676977,35.28,115.97434
249,2000-10-01,0.0,16.094,5.244,10.546083,37481.977,0.0,0.0,15.484185,31.319998,127.54472
250,2000-10-02,1.0,16.894,6.5439997,11.7315,37447.58,0.0,0.0,20.240198,42.12,144.69632
251,2000-10-03,1.0,19.144,8.2439995,13.421084,36907.523,0.0,0.0,14.20062,29.519999,147.92522
